customer_id,product_id,rating
22051463,74021317,5
27791831,74021317,5
17748750,74021317,5
410797,74021317,5
28545286,74021317,5
24792909,74021317,3
10149686,74021317,5
12682403,74021317,5
6575358,74021317,5
1994490,74021317,3
22051463,74021317,5
27791831,74021317,5
17748750,74021317,5
410797,74021317,5
28545286,74021317,5
24792909,74021317,3
10149686,74021317,5
12682403,74021317,5
6575358,74021317,5
1994490,74021317,3
26190326,74021317,5
11444654,74021317,5
12411190,74021317,5
16777696,74021317,5
27015060,74021317,1
18704745,74021317,3
6640659,74021317,5
8754266,74021317,5
1386631,74021317,4
11298149,74021317,4
25689039,74021317,2
1954986,74021317,5
2174960,74021317,4
12877556,74021317,5
20119040,74021317,5
1273870,74021317,1
1510683,74021317,5
22938114,74021317,4
5984814,74021317,5
27801634,74021317,5
8133498,74021317,5
18075264,74021317,5
98144,74021317,5
16106741,74021317,4
7149720,74021317,3
17126102,74021317,5
20875881,74021317,5
5337423,74021317,5
17403904,74021317,5
16689276,74021317,4
19559845,74021317,5
13414177,74021317,5
7922117,74021317,4
22537183,74021317,5
13412356,74021317,5
8035913,74021317,5
475402,74021317,5
348117,74021317,5
9825265,74021317,4
1840367,74021317,5
11413194,74021317,5
21826412,74021317,5
19191388,74021317,5
9818247,74021317,5
17008835,74021317,5
10384019,74021317,5
17970516,74021317,5
5789588,74021317,5
20274309,74021317,5
26581076,74021317,5
1809374,74021317,5
15351106,74021317,5
5505840,74021317,5
20702928,74021317,5
23691593,74021317,5
20396347,74021317,5
10562206,74021317,5
9691915,74021317,5
6631650,74021317,5
22051463,74021317,5
27791831,74021317,5
17748750,74021317,5
410797,74021317,5
28545286,74021317,5
24792909,74021317,3
10149686,74021317,5
12682403,74021317,5
6575358,74021317,5
1994490,74021317,3
22051463,74021317,5
27791831,74021317,5
17748750,74021317,5
410797,74021317,5
28545286,74021317,5
24792909,74021317,3
10149686,74021317,5
12682403,74021317,5
6575358,74021317,5
1994490,74021317,3
26190326,74021317,5
11444654,74021317,5
12411190,74021317,5
16777696,74021317,5
27015060,74021317,1
18704745,74021317,3
6640659,74021317,5
8754266,74021317,5
1386631,74021317,4
11298149,74021317,4
25689039,74021317,2
1954986,74021317,5
2174960,74021317,4
12877556,74021317,5
20119040,74021317,5
1273870,74021317,1
1510683,74021317,5
22938114,74021317,4
5984814,74021317,5
27801634,74021317,5
8133498,74021317,5
18075264,74021317,5
98144,74021317,5
16106741,74021317,4
7149720,74021317,3
17126102,74021317,5
20875881,74021317,5
5337423,74021317,5
17403904,74021317,5
